location,group_type,event_a,event_b,overlap_start,overlap_end,overlap_min,closures_in_pair,cascade_risk
Hosur Road,corridor,FKID006902,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:00:40.953000,41.5,0,3.0
Hosur Road,corridor,FKID006902,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:00:40.953000,40.7,0,3.0
Hosur Road,corridor,FKID006902,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:00:40.953000,39.6,0,3.0
Hosur Road,corridor,FKID006902,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:00:40.953000,32.0,0,2.8
Hosur Road,corridor,FKID006902,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:00:40.953000,31.3,0,2.8
Hosur Road,corridor,FKID006902,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:00:40.953000,29.9,0,2.7
Hosur Road,corridor,FKID006902,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:00:40.953000,28.8,0,2.7
Hosur Road,corridor,FKID006902,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:00:40.953000,28.1,0,2.7
Hosur Road,corridor,FKID006903,FKID006904,2023-12-16 05:04:05.816000,2023-12-16 06:02:39.254000,58.6,0,3.5
Hosur Road,corridor,FKID006903,FKID006905,2023-12-16 05:04:39.942000,2023-12-16 06:02:39.254000,58.0,0,3.4
Hosur Road,corridor,FKID006903,FKID006906,2023-12-16 05:06:34.023000,2023-12-16 06:02:39.254000,56.1,0,3.4
Hosur Road,corridor,FKID006903,FKID006907,2023-12-16 05:12:17.267000,2023-12-16 06:02:39.254000,50.4,0,3.3
Hosur Road,corridor,FKID006903,FKID006908,2023-12-16 05:12:42.418000,2023-12-16 06:02:39.254000,49.9,0,3.2
Hosur Road,corridor,FKID006903,FKID006909,2023-12-16 05:13:15.683000,2023-12-16 06:02:39.254000,49.4,0,3.2
Hosur Road,corridor,FKID006903,FKID006910,2023-12-16 05:14:10.044000,2023-12-16 06:02:39.254000,48.5,0,3.2
Hosur Road,corridor,FKID006903,FKID006911,2023-12-16 05:14:48.325000,2023-12-16 06:02:39.254000,47.8,0,3.2
Hosur Road,corridor,FKID006903,FKID006912,2023-12-16 05:15:36.166000,2023-12-16 06:02:39.254000,47.1,0,3.2
Hosur Road,corridor,FKID006903,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:02:39.254000,46.3,0,3.2
Hosur Road,corridor,FKID006903,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:02:39.254000,44.8,0,3.1
Hosur Road,corridor,FKID006903,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:02:39.254000,43.4,0,3.1
Hosur Road,corridor,FKID006903,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:02:39.254000,42.7,0,3.1
Hosur Road,corridor,FKID006903,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:02:39.254000,41.6,0,3.0
Hosur Road,corridor,FKID006903,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:02:39.254000,33.9,0,2.8
Hosur Road,corridor,FKID006903,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:02:39.254000,33.2,0,2.8
Hosur Road,corridor,FKID006903,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:02:39.254000,31.9,0,2.8
Hosur Road,corridor,FKID006903,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:02:39.254000,30.7,0,2.8
Hosur Road,corridor,FKID006903,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:02:39.254000,30.0,0,2.8
Hosur Road,corridor,FKID006904,FKID006905,2023-12-16 05:04:39.942000,2023-12-16 06:04:05.816000,59.4,0,3.5
Hosur Road,corridor,FKID006904,FKID006906,2023-12-16 05:06:34.023000,2023-12-16 06:04:05.816000,57.5,0,3.4
Hosur Road,corridor,FKID006904,FKID006907,2023-12-16 05:12:17.267000,2023-12-16 06:04:05.816000,51.8,0,3.3
Hosur Road,corridor,FKID006904,FKID006908,2023-12-16 05:12:42.418000,2023-12-16 06:04:05.816000,51.4,0,3.3
Hosur Road,corridor,FKID006904,FKID006909,2023-12-16 05:13:15.683000,2023-12-16 06:04:05.816000,50.8,0,3.3
Hosur Road,corridor,FKID006904,FKID006910,2023-12-16 05:14:10.044000,2023-12-16 06:04:05.816000,49.9,0,3.2
Hosur Road,corridor,FKID006904,FKID006911,2023-12-16 05:14:48.325000,2023-12-16 06:04:05.816000,49.3,0,3.2
Hosur Road,corridor,FKID006904,FKID006912,2023-12-16 05:15:36.166000,2023-12-16 06:04:05.816000,48.5,0,3.2
Hosur Road,corridor,FKID006904,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:04:05.816000,47.7,0,3.2
Hosur Road,corridor,FKID006904,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:04:05.816000,46.3,0,3.2
Hosur Road,corridor,FKID006904,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:04:05.816000,44.9,0,3.1
Hosur Road,corridor,FKID006904,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:04:05.816000,44.1,0,3.1
Hosur Road,corridor,FKID006904,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:04:05.816000,43.1,0,3.1
Hosur Road,corridor,FKID006904,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:04:05.816000,35.4,0,2.9
Hosur Road,corridor,FKID006904,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:04:05.816000,34.7,0,2.9
Hosur Road,corridor,FKID006904,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:04:05.816000,33.3,0,2.8
Hosur Road,corridor,FKID006904,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:04:05.816000,32.2,0,2.8
Hosur Road,corridor,FKID006904,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:04:05.816000,31.5,0,2.8
Hosur Road,corridor,FKID006905,FKID006906,2023-12-16 05:06:34.023000,2023-12-16 06:04:39.942000,58.1,0,3.5
Hosur Road,corridor,FKID006905,FKID006907,2023-12-16 05:12:17.267000,2023-12-16 06:04:39.942000,52.4,0,3.3
Hosur Road,corridor,FKID006905,FKID006908,2023-12-16 05:12:42.418000,2023-12-16 06:04:39.942000,52.0,0,3.3
Hosur Road,corridor,FKID006905,FKID006909,2023-12-16 05:13:15.683000,2023-12-16 06:04:39.942000,51.4,0,3.3
Hosur Road,corridor,FKID006905,FKID006910,2023-12-16 05:14:10.044000,2023-12-16 06:04:39.942000,50.5,0,3.3
Hosur Road,corridor,FKID006905,FKID006911,2023-12-16 05:14:48.325000,2023-12-16 06:04:39.942000,49.9,0,3.2
Hosur Road,corridor,FKID006905,FKID006912,2023-12-16 05:15:36.166000,2023-12-16 06:04:39.942000,49.1,0,3.2
Hosur Road,corridor,FKID006905,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:04:39.942000,48.3,0,3.2
Hosur Road,corridor,FKID006905,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:04:39.942000,46.8,0,3.2
Hosur Road,corridor,FKID006905,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:04:39.942000,45.5,0,3.1
Hosur Road,corridor,FKID006905,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:04:39.942000,44.7,0,3.1
Hosur Road,corridor,FKID006905,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:04:39.942000,43.6,0,3.1
Hosur Road,corridor,FKID006905,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:04:39.942000,35.9,0,2.9
Hosur Road,corridor,FKID006905,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:04:39.942000,35.3,0,2.9
Hosur Road,corridor,FKID006905,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:04:39.942000,33.9,0,2.8
Hosur Road,corridor,FKID006905,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:04:39.942000,32.7,0,2.8
Hosur Road,corridor,FKID006905,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:04:39.942000,32.0,0,2.8
Hosur Road,corridor,FKID006906,FKID006907,2023-12-16 05:12:17.267000,2023-12-16 06:06:34.023000,54.3,0,3.4
Hosur Road,corridor,FKID006906,FKID006908,2023-12-16 05:12:42.418000,2023-12-16 06:06:34.023000,53.9,0,3.3
Hosur Road,corridor,FKID006906,FKID006909,2023-12-16 05:13:15.683000,2023-12-16 06:06:34.023000,53.3,0,3.3
Hosur Road,corridor,FKID006906,FKID006910,2023-12-16 05:14:10.044000,2023-12-16 06:06:34.023000,52.4,0,3.3
Hosur Road,corridor,FKID006906,FKID006911,2023-12-16 05:14:48.325000,2023-12-16 06:06:34.023000,51.8,0,3.3
Hosur Road,corridor,FKID006906,FKID006912,2023-12-16 05:15:36.166000,2023-12-16 06:06:34.023000,51.0,0,3.3
Hosur Road,corridor,FKID006906,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:06:34.023000,50.2,0,3.3
Hosur Road,corridor,FKID006906,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:06:34.023000,48.7,0,3.2
Hosur Road,corridor,FKID006906,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:06:34.023000,47.4,0,3.2
Hosur Road,corridor,FKID006906,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:06:34.023000,46.6,0,3.2
Hosur Road,corridor,FKID006906,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:06:34.023000,45.5,0,3.1
Hosur Road,corridor,FKID006906,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:06:34.023000,37.8,0,2.9
Hosur Road,corridor,FKID006906,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:06:34.023000,37.2,0,2.9
Hosur Road,corridor,FKID006906,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:06:34.023000,35.8,0,2.9
Hosur Road,corridor,FKID006906,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:06:34.023000,34.6,0,2.9
Hosur Road,corridor,FKID006906,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:06:34.023000,33.9,0,2.8
Hosur Road,corridor,FKID006907,FKID006908,2023-12-16 05:12:42.418000,2023-12-16 06:12:17.267000,59.6,0,3.5
Hosur Road,corridor,FKID006907,FKID006909,2023-12-16 05:13:15.683000,2023-12-16 06:12:17.267000,59.0,0,3.5
Hosur Road,corridor,FKID006907,FKID006910,2023-12-16 05:14:10.044000,2023-12-16 06:12:17.267000,58.1,0,3.5
Hosur Road,corridor,FKID006907,FKID006911,2023-12-16 05:14:48.325000,2023-12-16 06:12:17.267000,57.5,0,3.4
Hosur Road,corridor,FKID006907,FKID006912,2023-12-16 05:15:36.166000,2023-12-16 06:12:17.267000,56.7,0,3.4
Hosur Road,corridor,FKID006907,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:12:17.267000,55.9,0,3.4
Hosur Road,corridor,FKID006907,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:12:17.267000,54.5,0,3.4
Hosur Road,corridor,FKID006907,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:12:17.267000,53.1,0,3.3
Hosur Road,corridor,FKID006907,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:12:17.267000,52.3,0,3.3
Hosur Road,corridor,FKID006907,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:12:17.267000,51.3,0,3.3
Hosur Road,corridor,FKID006907,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:12:17.267000,43.6,0,3.1
Hosur Road,corridor,FKID006907,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:12:17.267000,42.9,0,3.1
Hosur Road,corridor,FKID006907,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:12:17.267000,41.5,0,3.0
Hosur Road,corridor,FKID006907,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:12:17.267000,40.4,0,3.0
Hosur Road,corridor,FKID006907,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:12:17.267000,39.7,0,3.0
Hosur Road,corridor,FKID006908,FKID006909,2023-12-16 05:13:15.683000,2023-12-16 06:12:42.418000,59.4,0,3.5
Hosur Road,corridor,FKID006908,FKID006910,2023-12-16 05:14:10.044000,2023-12-16 06:12:42.418000,58.5,0,3.5
Hosur Road,corridor,FKID006908,FKID006911,2023-12-16 05:14:48.325000,2023-12-16 06:12:42.418000,57.9,0,3.4
Hosur Road,corridor,FKID006908,FKID006912,2023-12-16 05:15:36.166000,2023-12-16 06:12:42.418000,57.1,0,3.4
Hosur Road,corridor,FKID006908,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:12:42.418000,56.3,0,3.4
Hosur Road,corridor,FKID006908,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:12:42.418000,54.9,0,3.4
Hosur Road,corridor,FKID006908,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:12:42.418000,53.5,0,3.3
Hosur Road,corridor,FKID006908,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:12:42.418000,52.7,0,3.3
Hosur Road,corridor,FKID006908,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:12:42.418000,51.7,0,3.3
Hosur Road,corridor,FKID006908,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:12:42.418000,44.0,0,3.1
Hosur Road,corridor,FKID006908,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:12:42.418000,43.3,0,3.1
Hosur Road,corridor,FKID006908,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:12:42.418000,42.0,0,3.0
Hosur Road,corridor,FKID006908,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:12:42.418000,40.8,0,3.0
Hosur Road,corridor,FKID006908,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:12:42.418000,40.1,0,3.0
Hosur Road,corridor,FKID006909,FKID006910,2023-12-16 05:14:10.044000,2023-12-16 06:13:15.683000,59.1,0,3.5
Hosur Road,corridor,FKID006909,FKID006911,2023-12-16 05:14:48.325000,2023-12-16 06:13:15.683000,58.5,0,3.5
Hosur Road,corridor,FKID006909,FKID006912,2023-12-16 05:15:36.166000,2023-12-16 06:13:15.683000,57.7,0,3.4
Hosur Road,corridor,FKID006909,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:13:15.683000,56.9,0,3.4
Hosur Road,corridor,FKID006909,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:13:15.683000,55.4,0,3.4
Hosur Road,corridor,FKID006909,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:13:15.683000,54.1,0,3.4
Hosur Road,corridor,FKID006909,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:13:15.683000,53.3,0,3.3
Hosur Road,corridor,FKID006909,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:13:15.683000,52.2,0,3.3
Hosur Road,corridor,FKID006909,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:13:15.683000,44.5,0,3.1
Hosur Road,corridor,FKID006909,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:13:15.683000,43.8,0,3.1
Hosur Road,corridor,FKID006909,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:13:15.683000,42.5,0,3.1
Hosur Road,corridor,FKID006909,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:13:15.683000,41.3,0,3.0
Hosur Road,corridor,FKID006909,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:13:15.683000,40.6,0,3.0
Hosur Road,corridor,FKID006910,FKID006911,2023-12-16 05:14:48.325000,2023-12-16 06:14:10.044000,59.4,0,3.5
Hosur Road,corridor,FKID006910,FKID006912,2023-12-16 05:15:36.166000,2023-12-16 06:14:10.044000,58.6,0,3.5
Hosur Road,corridor,FKID006910,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:14:10.044000,57.8,0,3.4
Hosur Road,corridor,FKID006910,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:14:10.044000,56.3,0,3.4
Hosur Road,corridor,FKID006910,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:14:10.044000,55.0,0,3.4
Hosur Road,corridor,FKID006910,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:14:10.044000,54.2,0,3.4
Hosur Road,corridor,FKID006910,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:14:10.044000,53.1,0,3.3
Hosur Road,corridor,FKID006910,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:14:10.044000,45.4,0,3.1
Hosur Road,corridor,FKID006910,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:14:10.044000,44.8,0,3.1
Hosur Road,corridor,FKID006910,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:14:10.044000,43.4,0,3.1
Hosur Road,corridor,FKID006910,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:14:10.044000,42.2,0,3.1
Hosur Road,corridor,FKID006910,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:14:10.044000,41.5,0,3.0
Hosur Road,corridor,FKID006911,FKID006912,2023-12-16 05:15:36.166000,2023-12-16 06:14:48.325000,59.2,0,3.5
Hosur Road,corridor,FKID006911,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:14:48.325000,58.4,0,3.5
Hosur Road,corridor,FKID006911,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:14:48.325000,57.0,0,3.4
Hosur Road,corridor,FKID006911,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:14:48.325000,55.6,0,3.4
Hosur Road,corridor,FKID006911,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:14:48.325000,54.8,0,3.4
Hosur Road,corridor,FKID006911,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:14:48.325000,53.8,0,3.3
Hosur Road,corridor,FKID006911,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:14:48.325000,46.1,0,3.2
Hosur Road,corridor,FKID006911,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:14:48.325000,45.4,0,3.1
Hosur Road,corridor,FKID006911,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:14:48.325000,44.1,0,3.1
Hosur Road,corridor,FKID006911,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:14:48.325000,42.9,0,3.1
Hosur Road,corridor,FKID006911,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:14:48.325000,42.2,0,3.1
Hosur Road,corridor,FKID006912,FKID006913,2023-12-16 05:16:22.108000,2023-12-16 06:15:36.166000,59.2,0,3.5
Hosur Road,corridor,FKID006912,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:15:36.166000,57.8,0,3.4
Hosur Road,corridor,FKID006912,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:15:36.166000,56.4,0,3.4
Hosur Road,corridor,FKID006912,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:15:36.166000,55.6,0,3.4
Hosur Road,corridor,FKID006912,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:15:36.166000,54.6,0,3.4
Hosur Road,corridor,FKID006912,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:15:36.166000,46.9,0,3.2
Hosur Road,corridor,FKID006912,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:15:36.166000,46.2,0,3.2
Hosur Road,corridor,FKID006912,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:15:36.166000,44.8,0,3.1
Hosur Road,corridor,FKID006912,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:15:36.166000,43.7,0,3.1
Hosur Road,corridor,FKID006912,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:15:36.166000,43.0,0,3.1
Hosur Road,corridor,FKID006913,FKID006914,2023-12-16 05:17:49.480000,2023-12-16 06:16:22.108000,58.5,0,3.5
Hosur Road,corridor,FKID006913,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:16:22.108000,57.2,0,3.4
Hosur Road,corridor,FKID006913,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:16:22.108000,56.4,0,3.4
Hosur Road,corridor,FKID006913,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:16:22.108000,55.3,0,3.4
Hosur Road,corridor,FKID006913,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:16:22.108000,47.6,0,3.2
Hosur Road,corridor,FKID006913,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:16:22.108000,47.0,0,3.2
Hosur Road,corridor,FKID006913,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:16:22.108000,45.6,0,3.1
Hosur Road,corridor,FKID006913,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:16:22.108000,44.5,0,3.1
Hosur Road,corridor,FKID006913,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:16:22.108000,43.7,0,3.1
Hosur Road,corridor,FKID006914,FKID006915,2023-12-16 05:19:12.406000,2023-12-16 06:17:49.480000,58.6,0,3.5
Hosur Road,corridor,FKID006914,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:17:49.480000,57.9,0,3.4
Hosur Road,corridor,FKID006914,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:17:49.480000,56.8,0,3.4
Hosur Road,corridor,FKID006914,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:17:49.480000,49.1,0,3.2
Hosur Road,corridor,FKID006914,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:17:49.480000,48.4,0,3.2
Hosur Road,corridor,FKID006914,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:17:49.480000,47.1,0,3.2
Hosur Road,corridor,FKID006914,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:17:49.480000,45.9,0,3.1
Hosur Road,corridor,FKID006914,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:17:49.480000,45.2,0,3.1
Hosur Road,corridor,FKID006915,FKID006916,2023-12-16 05:19:57.762000,2023-12-16 06:19:12.406000,59.2,0,3.5
Hosur Road,corridor,FKID006915,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:19:12.406000,58.2,0,3.5
Hosur Road,corridor,FKID006915,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:19:12.406000,50.5,0,3.3
Hosur Road,corridor,FKID006915,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:19:12.406000,49.8,0,3.2
Hosur Road,corridor,FKID006915,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:19:12.406000,48.5,0,3.2
Hosur Road,corridor,FKID006915,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:19:12.406000,47.3,0,3.2
Hosur Road,corridor,FKID006915,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:19:12.406000,46.6,0,3.2
Hosur Road,corridor,FKID006916,FKID006917,2023-12-16 05:21:02.044000,2023-12-16 06:19:57.762000,58.9,0,3.5
Hosur Road,corridor,FKID006916,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:19:57.762000,51.2,0,3.3
Hosur Road,corridor,FKID006916,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:19:57.762000,50.5,0,3.3
Hosur Road,corridor,FKID006916,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:19:57.762000,49.2,0,3.2
Hosur Road,corridor,FKID006916,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:19:57.762000,48.0,0,3.2
Hosur Road,corridor,FKID006916,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:19:57.762000,47.3,0,3.2
Hosur Road,corridor,FKID006917,FKID006925,2023-12-16 05:28:43.125000,2023-12-16 06:21:02.044000,52.3,0,3.3
Hosur Road,corridor,FKID006917,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:21:02.044000,51.6,0,3.3
Hosur Road,corridor,FKID006917,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:21:02.044000,50.3,0,3.3
Hosur Road,corridor,FKID006917,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:21:02.044000,49.1,0,3.2
Hosur Road,corridor,FKID006917,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:21:02.044000,48.4,0,3.2
Hosur Road,corridor,FKID006925,FKID006926,2023-12-16 05:29:24.807000,2023-12-16 06:28:43.125000,59.3,0,3.5
Hosur Road,corridor,FKID006925,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:28:43.125000,58.0,0,3.4
Hosur Road,corridor,FKID006925,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:28:43.125000,56.8,0,3.4
Hosur Road,corridor,FKID006925,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:28:43.125000,56.1,0,3.4
Hosur Road,corridor,FKID006925,FKID006929,2023-12-16 06:24:25.690000,2023-12-16 06:28:43.125000,4.3,0,2.1
Hosur Road,corridor,FKID006926,FKID006927,2023-12-16 05:30:45.219000,2023-12-16 06:29:24.807000,58.7,0,3.5
Hosur Road,corridor,FKID006926,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:29:24.807000,57.5,0,3.4
Hosur Road,corridor,FKID006926,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:29:24.807000,56.8,0,3.4
Hosur Road,corridor,FKID006926,FKID006929,2023-12-16 06:24:25.690000,2023-12-16 06:29:24.807000,5.0,0,2.1
Hosur Road,corridor,FKID006927,FKID006928,2023-12-16 05:31:55.062000,2023-12-16 06:30:45.219000,58.8,0,3.5
Hosur Road,corridor,FKID006927,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:30:45.219000,58.1,0,3.5
Hosur Road,corridor,FKID006927,FKID006929,2023-12-16 06:24:25.690000,2023-12-16 06:30:45.219000,6.3,0,2.2
Hosur Road,corridor,FKID006928,FKID003362,2023-12-16 05:32:37.469000,2023-12-16 06:31:55.062000,59.3,0,3.5
Hosur Road,corridor,FKID006928,FKID006929,2023-12-16 06:24:25.690000,2023-12-16 06:31:55.062000,7.5,0,2.2
Hosur Road,corridor,FKID003362,FKID006929,2023-12-16 06:24:25.690000,2023-12-16 06:32:37.469000,8.2,0,2.2
Hosur Road,corridor,FKID005379,FKID007002,2023-12-18 23:45:00.375000,2023-12-18 23:51:19.132110,6.3,0,2.2
Hosur Road,corridor,FKID005437,FKID005438,2023-12-21 21:22:04.733000,2023-12-21 22:17:30.983000,55.4,0,3.4
Hosur Road,corridor,FKID001308,FKID001307,2023-12-27 19:26:09.134000,2023-12-27 20:17:29.212000,51.3,0,3.3
Hosur Road,corridor,FKID007276,FKID007277,2023-12-28 04:57:04.997000,2023-12-28 05:54:45.216064,57.7,0,3.4
